User-ID,Age
180,32.0
181,32.0
182,36.0
183,27.0
184,32.0
185,17.0
186,32.0
187,29.0
188,17.0
189,31.0
190,33.0
191,40.0
192,32.0
193,23.0
194,32.0
195,23.0
196,33.0
197,32.0
198,21.0
199,38.0
200,27.0
201,32.0
202,28.0
203,32.0
204,15.0
205,23.0
206,60.0
207,32.0
208,32.0
209,21.0
210,54.0
211,21.0
212,21.0
213,32.0
214,27.0
215,20.0
216,42.0
217,32.0
218,41.0
219,32.0
220,32.0
221,79.0
222,32.0
223,32.0
224,32.0
225,32.0
226,32.0
227,32.0
228,41.0
229,22.0
230,32.0
231,32.0
232,16.0
233,32.0
234,25.0
235,22.0
236,32.0
237,27.0
238,23.0
239,32.0
240,20.0
241,32.0
242,37.0
243,32.0
244,32.0
245,31.0
246,16.0
247,23.0
248,15.0
249,29.0
250,25.0
251,54.0
252,65.0
253,28.0
254,24.0
255,32.0
256,32.0
257,32.0
258,32.0
259,45.0
260,51.0
261,45.0
262,28.0
263,32.0
264,23.0
265,24.0
266,32.0
267,29.0
268,32.0
269,32.0
270,32.0
271,22.0
272,20.0
273,32.0
274,26.0
275,32.0
276,32.0
277,15.0
278,21.0
279,32.0
280,32.0
281,31.0
282,32.0
283,32.0
284,35.0
285,32.0
286,17.0
287,32.0
288,19.0
289,15.0
290,32.0
291,32.0
292,22.0
293,25.0
294,32.0
295,28.0
296,21.0
297,27.0
298,32.0
299,42.0
300,32.0
301,32.0
302,53.0
303,32.0
304,24.0
305,32.0
306,32.0
307,27.0
308,53.0
309,30.0
310,26.0
311,34.0
312,32.0
313,32.0
314,28.0
315,32.0
316,23.0
317,41.0
318,32.0
319,32.0
320,37.0
321,24.0
322,32.0
323,23.0
324,32.0
325,32.0
326,32.0
327,32.0
328,33.0
329,21.0
330,32.0
331,60.0
332,59.0
333,23.0
334,27.0
335,27.0
336,27.0
337,17.0
338,32.0
339,20.0
340,15.0
341,50.0
342,28.0
343,32.0
344,25.0
345,27.0
346,29.0
347,34.0
348,32.0
349,32.0
350,32.0
351,32.0
352,28.0
353,41.0
354,32.0
355,32.0
356,32.0
357,29.0
358,32.0
359,32.0
360,33.0
361,25.0
362,63.0
363,32.0
364,32.0
365,32.0
366,32.0
367,45.0
368,35.0
369,32.0
370,32.0
371,32.0
372,22.0
373,32.0
374,45.0
375,28.0
376,35.0
377,32.0
378,57.0
379,47.0
380,32.0
381,32.0
382,32.0
383,32.0
384,23.0
385,32.0
386,20.0
387,17.0
388,35.0
389,22.0
390,48.0
391,32.0
392,44.0
393,24.0
394,25.0
395,24.0
396,32.0
397,50.0
398,32.0
399,41.0
400,32.0
401,28.0
402,19.0
403,32.0
404,37.0
405,32.0
406,37.0
407,32.0
408,17.0
409,50.0
410,40.0
411,27.0
412,32.0
413,17.0
414,34.0
415,32.0
416,31.0
417,32.0
418,32.0
419,14.0
420,14.0
421,47.0
422,23.0
423,32.0
424,29.0
425,32.0
426,32.0
427,32.0
428,32.0
429,25.0
430,32.0
431,40.0
432,32.0
433,48.0
434,32.0
435,32.0
436,53.0
437,32.0
438,34.0
439,32.0
440,16.0
441,32.0
442,24.0
443,47.0
444,40.0
445,32.0
446,32.0
447,32.0
448,22.0
449,32.0
450,31.0
451,33.0
452,32.0
453,32.0
454,50.0
455,54.0
456,31.0
457,62.0
458,17.0
459,37.0
460,32.0
461,15.0
462,18.0
463,20.0
464,24.0
465,32.0
466,32.0
467,32.0
468,32.0
469,18.0
470,32.0
471,31.0
472,32.0
473,25.0
474,32.0
475,34.0
476,32.0
477,45.0
478,13.0
479,32.0
480,62.0
481,32.0
482,46.0
483,72.0
484,17.0
485,51.0
486,31.0
487,32.0
488,25.0
489,32.0
490,32.0
491,26.0
492,60.0
493,29.0
494,32.0
495,32.0
496,51.0
497,51.0
498,29.0
499,62.0
500,17.0
501,32.0
502,47.0
503,40.0
504,29.0
505,51.0
506,32.0
507,32.0
508,29.0
509,32.0
510,32.0
511,32.0
512,58.0
513,32.0
514,30.0
515,24.0
516,32.0
517,22.0
518,32.0
519,23.0
520,32.0
521,32.0
522,32.0
523,19.0
524,37.0
525,29.0
526,35.0
527,22.0
528,16.0
529,28.0
530,47.0
531,56.0
532,53.0
533,31.0
534,59.0
535,32.0
536,20.0
537,32.0
538,26.0
539,32.0
540,67.0
541,45.0
542,32.0
543,27.0
544,32.0
545,32.0
546,51.0
547,32.0
548,32.0
549,32.0
550,32.0
551,19.0
552,32.0
553,16.0
554,32.0
555,36.0
556,31.0
557,49.0
558,32.0
559,32.0
560,32.0
561,35.0
562,32.0
563,32.0
564,15.0
565,48.0
566,32.0
567,32.0
568,32.0
569,28.0
570,32.0
571,23.0
572,23.0
573,31.0
574,33.0
575,23.0
576,35.0
577,32.0
578,32.0
579,29.0
580,22.0
581,45.0
582,56.0
583,19.0
584,23.0
585,32.0
586,26.0
587,32.0
588,60.0
589,32.0
590,32.0
591,42.0
592,32.0
593,28.0
594,32.0
595,17.0
596,49.0
597,43.0
598,34.0
599,36.0
600,20.0
601,32.0
602,23.0
603,32.0
604,42.0
605,32.0
606,32.0
607,31.0
608,30.0
609,34.0
610,19.0
611,24.0
612,20.0
613,32.0
614,28.0
615,29.0
616,34.0
617,54.0
618,32.0
619,32.0
620,45.0
621,48.0
622,23.0
623,32.0
624,32.0
625,41.0
626,41.0
627,32.0
628,32.0
629,44.0
630,33.0
631,32.0
632,15.0
633,32.0
634,50.0
635,24.0
636,32.0
637,20.0
638,20.0
639,32.0
640,32.0
641,32.0
642,37.0
643,23.0
644,32.0
645,32.0
646,21.0
647,35.0
648,32.0
649,32.0
650,32.0
651,26.0
652,32.0
653,32.0
654,30.0
655,58.0
656,32.0
657,32.0
658,61.0
659,32.0
660,32.0
661,22.0
662,21.0
663,49.0
664,26.0
665,32.0
666,32.0
667,32.0
668,27.0
669,24.0
670,32.0
671,32.0
672,32.0
673,23.0
674,32.0
675,32.0
676,31.0
677,27.0
678,32.0
679,65.0
680,28.0
681,20.0
682,44.0
683,28.0
684,44.0
685,21.0
686,32.0
687,35.0
688,14.0
689,22.0
690,80.0
691,25.0
692,44.0
693,58.0
694,32.0
695,32.0
696,13.0
697,32.0
698,32.0
699,32.0
700,16.0
701,31.0
702,53.0
703,52.0
704,32.0
705,32.0
706,32.0
707,32.0
708,32.0
709,14.0
710,42.0
711,27.0
712,29.0
713,49.0
714,32.0
715,32.0
716,34.0
717,32.0
718,30.0
719,52.0
720,16.0
721,32.0
722,66.0
723,32.0
724,32.0
725,24.0
726,31.0
727,40.0
728,32.0
729,32.0
730,69.0
731,32.0
732,32.0
733,53.0
734,32.0
735,29.0
736,34.0
737,32.0
738,32.0
739,55.0
740,32.0
741,16.0
742,32.0
743,32.0
744,48.0
745,25.0
746,36.0
747,32.0
748,14.0
749,32.0
750,36.0
751,41.0
752,32.0
753,32.0
754,33.0
755,24.0
756,32.0
757,29.0
758,32.0
759,32.0
760,32.0
761,30.0
762,23.0
763,32.0
764,28.0
765,32.0
766,52.0
767,43.0
768,32.0
769,32.0
770,32.0
771,38.0
772,27.0
773,52.0
774,16.0
775,28.0
776,23.0
777,13.0
778,32.0
779,32.0
780,32.0
781,20.0
782,57.0
783,32.0
784,39.0
785,32.0
786,48.0
787,32.0
788,32.0
789,15.0
790,32.0
791,32.0
792,44.0
793,32.0
794,47.0
795,32.0
796,32.0
797,32.0
798,32.0
799,32.0
800,32.0
801,51.0
802,33.0
803,41.0
804,38.0
805,34.0
806,32.0
807,32.0
808,32.0
809,36.0
810,32.0
811,34.0
812,17.0
813,42.0
814,32.0
815,43.0
816,32.0
817,41.0
818,32.0
819,32.0
820,38.0
821,33.0
822,25.0
823,36.0
824,15.0
825,38.0
826,65.0
827,32.0
828,35.0
829,23.0
830,57.0
831,21.0
832,32.0
833,32.0
834,17.0
835,35.0
836,32.0
837,26.0
838,71.0
839,40.0
840,21.0
841,24.0
842,42.0
843,25.0
844,32.0
845,25.0
846,55.0
847,23.0
848,32.0
849,32.0
850,22.0
851,32.0
852,27.0
853,24.0
854,22.0
855,54.0
856,29.0
857,25.0
858,46.0
859,32.0
860,26.0
861,32.0
862,56.0
863,73.0
864,32.0
865,32.0
866,23.0
867,27.0
868,27.0
869,30.0
870,19.0
871,19.0
872,22.0
873,32.0
874,32.0
875,32.0
876,33.0
877,32.0
878,32.0
879,32.0
880,32.0
881,24.0
882,23.0
883,43.0
884,32.0
885,32.0
886,32.0
887,30.0
888,32.0
889,46.0
890,32.0
891,32.0
892,32.0
893,19.0
894,22.0
895,40.0
896,27.0
897,14.0
898,32.0
899,23.0
900,25.0
901,21.0
902,18.0
903,19.0
904,32.0
905,32.0
906,32.0
907,31.0
908,32.0
909,19.0
910,25.0
911,40.0
912,33.0
913,44.0
914,51.0
915,50.0
916,38.0
917,32.0
918,52.0
919,65.0
920,28.0
921,32.0
922,20.0
923,21.0
924,29.0
925,32.0
926,29.0
927,16.0
928,60.0
929,36.0
930,30.0
931,43.0
932,32.0
933,29.0
934,32.0
935,21.0
936,24.0
937,31.0
938,55.0
939,21.0
940,32.0
941,32.0
942,29.0
943,24.0
944,26.0
945,23.0
946,23.0
947,32.0
948,32.0
949,32.0
950,32.0
951,32.0
952,32.0
953,22.0
954,32.0
955,32.0
956,32.0
957,32.0
958,78.0
959,32.0
960,32.0
961,32.0
962,32.0
963,32.0
964,32.0
965,24.0
966,22.0
967,31.0
968,25.0
969,13.0
970,15.0
971,22.0
972,32.0
973,32.0
974,36.0
975,34.0
976,28.0
977,32.0
978,33.0
979,36.0
980,23.0
981,32.0
982,41.0
983,32.0
984,32.0
985,23.0
986,32.0
987,32.0
988,32.0
989,33.0
990,32.0
991,62.0
992,33.0
993,32.0
994,32.0
995,34.0
996,32.0
997,32.0
998,32.0
999,21.0
1000,34.0
1001,19.0
1002,25.0
1003,32.0
1004,32.0
1005,67.0
1006,59.0
1007,16.0
1008,32.0
1009,56.0
1010,26.0
1011,52.0
1012,32.0
1013,23.0
1014,32.0
1015,18.0
1016,32.0
1017,35.0
1018,32.0
1019,32.0
1020,32.0
1021,32.0
1022,32.0
1023,32.0
1024,32.0
1025,33.0
1026,32.0
1027,18.0
1028,57.0
1029,57.0
1030,29.0
1031,52.0
1032,32.0
1033,32.0
1034,18.0
1035,26.0
1036,25.0
1037,18.0
1038,26.0
1039,38.0
1040,32.0
1041,32.0
1042,40.0
1043,32.0
1044,34.0
1045,47.0
1046,32.0
1047,32.0
1048,22.0
1049,34.0
1050,32.0
1051,17.0
1052,31.0
1053,20.0
1054,37.0
1055,30.0
1056,35.0
1057,19.0
1058,23.0
1059,47.0
1060,38.0
1061,32.0
1062,16.0
1063,19.0
1064,45.0
1065,32.0
1066,59.0
1067,37.0
1068,18.0
1069,32.0
1070,32.0
1071,22.0
1072,47.0
1073,31.0
1074,32.0
1075,49.0
1076,20.0
1077,32.0
1078,28.0
1079,32.0
1080,35.0
1081,31.0
1082,36.0
1083,32.0
1084,32.0
1085,32.0
1086,32.0
1087,46.0
1088,17.0
1089,22.0
1090,49.0
1091,25.0
1092,32.0
1093,32.0
1094,18.0
1095,32.0
1096,18.0
1097,32.0
1098,32.0
1099,32.0
1100,24.0
1101,32.0
1102,28.0
1103,32.0
1104,38.0
1105,57.0
1106,41.0
1107,32.0
1108,32.0
1109,18.0
1110,31.0
1111,32.0
1112,32.0
1113,22.0
1114,59.0
1115,32.0
1116,29.0
1117,61.0
1118,32.0
1119,32.0
1120,32.0
1121,32.0
1122,21.0
1123,23.0
1124,32.0
1125,18.0
1126,22.0
1127,32.0
1128,61.0
1129,53.0
1130,26.0
1131,22.0
1132,32.0
1133,46.0
1134,32.0
1135,32.0
1136,21.0
1137,25.0
1138,32.0
1139,33.0
1140,19.0
1141,26.0
1142,25.0
1143,45.0
1144,21.0
1145,32.0
1146,55.0
1147,32.0
1148,79.0
1149,32.0
1150,25.0
1151,22.0
1152,32.0
1153,26.0
1154,32.0
1155,22.0
1156,32.0
1157,34.0
1158,32.0
1159,25.0
1160,18.0
1161,32.0
1162,31.0
1163,32.0
1164,35.0
1165,32.0
1166,22.0
1167,25.0
1168,20.0
1169,27.0
1170,17.0
1171,32.0
1172,26.0
1173,22.0
1174,32.0
1175,27.0
1176,29.0
1177,32.0
1178,9.0
1179,28.0
1180,23.0
1181,38.0
1182,23.0
1183,49.0
1184,38.0
1185,32.0
1186,24.0
1187,23.0
1188,29.0
1189,39.0
1190,24.0
1191,34.0
1192,27.0
1193,28.0
1194,32.0
1195,32.0
1196,28.0
1197,40.0
1198,35.0
1199,28.0
1200,32.0
1201,22.0
1202,43.0
1203,21.0
1204,32.0
1205,32.0
1206,32.0
1207,32.0
1208,32.0
1209,33.0
1210,32.0
1211,22.0
1212,24.0
1213,19.0
1214,30.0
1215,17.0
1216,24.0
1217,32.0
1218,27.0
1219,17.0
1220,32.0
1221,34.0
1222,32.0
1223,32.0
1224,32.0
1225,22.0
1226,14.0
1227,16.0
1228,32.0
1229,32.0
1230,34.0
1231,13.0
1232,50.0
1233,27.0
1234,25.0
1235,32.0
1236,25.0
1237,21.0
1238,42.0
1239,37.0
1240,36.0
1241,32.0
1242,25.0
1243,34.0
1244,55.0
1245,32.0
1246,36.0
1247,32.0
1248,32.0
1249,32.0
1250,44.0
1251,32.0
1252,32.0
1253,22.0
1254,26.0
1255,23.0
1256,32.0
1257,32.0
1258,18.0
1259,29.0
1260,17.0
1261,46.0
1262,39.0
1263,23.0
1264,32.0
1265,32.0
1266,19.0
1267,32.0
1268,32.0
1269,42.0
1270,33.0
1271,64.0
1272,32.0
1273,27.0
1274,32.0
1275,32.0
1276,32.0
1277,32.0
1278,32.0
1279,32.0
1280,34.0
1281,32.0
1282,32.0
1283,26.0
1284,44.0
1285,28.0
1286,32.0
1287,32.0
1288,35.0
1289,32.0
1290,26.0
1291,34.0
1292,32.0
1293,32.0
1294,32.0
1295,32.0
1296,32.0
1297,30.0
1298,20.0
1299,32.0
1300,37.0
1301,18.0
1302,32.0
1303,56.0
1304,47.0
1305,17.0
1306,41.0
1307,32.0
1308,32.0
1309,28.0
1310,32.0
1311,32.0
1312,23.0
1313,30.0
1314,48.0
1315,32.0
1316,18.0
1317,63.0
1318,33.0
1319,32.0
1320,36.0
1321,24.0
1322,21.0
1323,32.0
1324,32.0
1325,32.0
1326,37.0
1327,32.0
1328,24.0
1329,26.0
1330,32.0
1331,32.0
1332,32.0
1333,36.0
1334,32.0
1335,32.0
1336,42.0
1337,28.0
1338,37.0
1339,14.0
1340,21.0
1341,32.0
1342,32.0
1343,33.0
1344,32.0
1345,32.0
1346,25.0
1347,32.0
1348,43.0
1349,32.0
1350,32.0
1351,32.0
1352,35.0
1353,32.0
1354,39.0
1355,71.0
1356,16.0
1357,56.0
1358,32.0
1359,14.0
1360,36.0
1361,32.0
1362,37.0
1363,32.0
1364,16.0
1365,16.0
1366,32.0
1367,23.0
1368,22.0
1369,32.0
1370,26.0
1371,36.0
1372,34.0
1373,32.0
1374,27.0
1375,59.0
1376,32.0
1377,20.0
1378,37.0
1379,32.0
1380,59.0
1381,32.0
1382,33.0
1383,32.0
1384,12.0
1385,32.0
1386,32.0
1387,28.0
1388,29.0
1389,22.0
1390,36.0
1391,32.0
1392,42.0
1393,35.0
1394,28.0
1395,32.0
1396,35.0
1397,36.0
1398,32.0
1399,41.0
1400,39.0
1401,53.0
1402,32.0
1403,26.0
1404,28.0
1405,53.0
1406,32.0
1407,28.0
1408,35.0
1409,74.0
1410,22.0
1411,74.0
1412,47.0
1413,69.0
1414,27.0
1415,47.0
1416,25.0
1417,32.0
1418,45.0
1419,51.0
1420,32.0
1421,55.0
1422,23.0
1423,39.0
1424,32.0
1425,41.0
1426,32.0
1427,22.0
1428,32.0
1429,71.0
1430,15.0
1431,32.0
1432,32.0
1433,54.0
1434,32.0
1435,36.0
1436,32.0
1437,21.0
1438,27.0
1439,32.0
1440,32.0
1441,34.0
1442,36.0
1443,30.0
1444,26.0
1445,32.0
1446,23.0
1447,31.0
1448,61.0
1449,32.0
1450,24.0
1451,22.0
1452,32.0
1453,32.0
1454,21.0
1455,32.0
1456,45.0
1457,21.0
1458,15.0
1459,32.0
1460,34.0
1461,32.0
1462,15.0
1463,32.0
1464,59.0
1465,15.0
1466,28.0
1467,32.0
1468,20.0
1469,59.0
1470,32.0
1471,32.0
1472,32.0
1473,32.0
1474,32.0
1475,32.0
1476,33.0
1477,32.0
1478,25.0
1479,30.0
1480,32.0
1481,22.0
1482,43.0
1483,33.0
1484,28.0
1485,30.0
1486,75.0
1487,23.0
1488,32.0
1489,20.0
1490,32.0
1491,22.0
1492,31.0
1493,32.0
1494,25.0
1495,53.0
1496,31.0
1497,20.0
1498,32.0
1499,32.0
1500,32.0
1501,35.0
1502,32.0
1503,32.0
1504,32.0
1505,25.0
1506,21.0
1507,26.0
1508,32.0
1509,48.0
1510,32.0
1511,25.0
1512,32.0
1513,40.0
1514,32.0
1515,27.0
1516,31.0
1517,32.0
1518,32.0
1519,61.0
1520,32.0
1521,32.0
1522,46.0
1523,32.0
1524,32.0
1525,29.0
1526,32.0
1527,27.0
1528,22.0
1529,32.0
1530,26.0
1531,42.0
1532,34.0
1533,32.0
1534,32.0
1535,69.0
1536,30.0
1537,26.0
1538,29.0
1539,32.0
1540,32.0
1541,25.0
1542,32.0
1543,32.0
1544,31.0
1545,21.0
1546,40.0
1547,32.0
1548,28.0
1549,60.0
1550,32.0
1551,29.0
1552,32.0
1553,23.0
1554,29.0
1555,32.0
1556,32.0
1557,32.0
1558,61.0
1559,32.0
1560,22.0
1561,32.0
1562,32.0
1563,32.0
1564,32.0
1565,32.0
1566,32.0
1567,57.0
1568,37.0
1569,32.0
1570,28.0
1571,32.0
1572,26.0
1573,32.0
1574,32.0
1575,32.0
1576,24.0
1577,58.0
1578,23.0
1579,32.0
1580,16.0
1581,32.0
1582,48.0
1583,48.0
1584,32.0
1585,29.0
1586,14.0
1587,19.0
1588,32.0
1589,50.0
1590,15.0
1591,24.0
1592,50.0
1593,59.0
1594,32.0
1595,32.0
1596,51.0
1597,23.0
1598,32.0
1599,32.0
1600,43.0
1601,32.0
1602,32.0
1603,32.0
1604,24.0
1605,32.0
1606,63.0
1607,29.0
1608,27.0
1609,30.0
1610,32.0
1611,32.0
1612,24.0
1613,41.0
1614,32.0
1615,30.0
1616,32.0
1617,24.0
1618,21.0
1619,32.0
1620,32.0
1621,30.0
1622,32.0
1623,41.0
1624,32.0
1625,59.0
1626,36.0
1627,28.0
1628,20.0
1629,18.0
1630,27.0
1631,32.0
1632,32.0
1633,29.0
1634,33.0
1635,27.0
1636,34.0
1637,24.0
1638,18.0
1639,32.0
1640,33.0
1641,22.0
1642,25.0
1643,24.0
1644,22.0
1645,22.0
1646,19.0
1647,32.0
1648,67.0
1649,41.0
1650,32.0
1651,36.0
1652,32.0
1653,17.0
1654,32.0
1655,48.0
1656,29.0
1657,59.0
1658,32.0
1659,41.0
1660,32.0
1661,60.0
1662,25.0
1663,32.0
1664,14.0
1665,32.0
1666,20.0
1667,32.0
1668,32.0
1669,51.0
1670,47.0
1671,20.0
1672,18.0
1673,23.0
1674,26.0
1675,32.0
1676,32.0
1677,14.0
1678,21.0
1679,32.0
1680,35.0
1681,47.0
1682,32.0
1683,46.0
1684,32.0
1685,38.0
1686,32.0
1687,47.0
1688,53.0
1689,32.0
1690,32.0
1691,50.0
1692,32.0
1693,45.0
1694,26.0
1695,69.0
1696,34.0
1697,32.0
1698,21.0
1699,32.0
1700,25.0
1701,32.0
1702,45.0
1703,19.0
1704,21.0
1705,32.0
1706,26.0
1707,21.0
1708,32.0
1709,57.0
1710,47.0
1711,32.0
1712,32.0
1713,24.0
1714,24.0
1715,49.0
1716,32.0
1717,36.0
1718,28.0
1719,32.0
1720,32.0
1721,21.0
1722,32.0
1723,40.0
1724,25.0
1725,25.0
1726,32.0
1727,32.0
1728,32.0
1729,55.0
1730,33.0
1731,15.0
1732,32.0
1733,30.0
1734,22.0
1735,18.0
1736,26.0
1737,31.0
1738,29.0
1739,32.0
1740,28.0
1741,17.0
1742,51.0
1743,17.0
1744,32.0
1745,32.0
1746,32.0
1747,26.0
1748,32.0
1749,32.0
1750,43.0
1751,32.0
1752,22.0
1753,32.0
1754,29.0
1755,24.0
1756,21.0
1757,16.0
1758,50.0
1759,29.0
1760,39.0
1761,32.0
1762,32.0
1763,25.0
1764,32.0
1765,37.0
1766,32.0
1767,32.0
1768,25.0
1769,32.0
1770,34.0
1771,38.0
1772,33.0
1773,16.0
1774,26.0
1775,14.0
1776,32.0
1777,19.0
1778,25.0
1779,33.0
1780,48.0
1781,32.0
1782,32.0
1783,32.0
1784,23.0
1785,26.0
1786,21.0
1787,32.0
1788,39.0
1789,36.0
1790,25.0
1791,32.0
1792,32.0
1793,26.0
1794,35.0
1795,32.0
1796,32.0
1797,32.0
1798,23.0
1799,32.0
1800,32.0
1801,52.0
1802,43.0
1803,48.0
1804,53.0
1805,32.0
1806,44.0
1807,32.0
1808,23.0
1809,33.0
1810,24.0
1811,56.0
1812,24.0
1813,32.0
1814,32.0
1815,30.0
1816,18.0
1817,32.0
1818,47.0
1819,13.0
1820,16.0
1821,32.0
1822,22.0
1823,25.0
1824,18.0
1825,34.0
1826,23.0
1827,32.0
1828,25.0
1829,32.0
1830,54.0
1831,25.0
1832,32.0
1833,42.0
1834,24.0
1835,32.0
1836,32.0
1837,44.0
1838,32.0
1839,32.0
1840,21.0
1841,32.0
1842,25.0
1843,32.0
1844,36.0
1845,34.0
1846,25.0
1847,32.0
1848,22.0
1849,27.0
1850,32.0
1851,9.0
1852,32.0
1853,57.0
1854,32.0
1855,32.0
1856,29.0
1857,39.0
1858,32.0
1859,32.0
1860,43.0
1861,32.0
1862,32.0
1863,43.0
1864,32.0
1865,52.0
1866,32.0
1867,32.0
1868,32.0
1869,21.0
1870,60.0
1871,32.0
1872,32.0
1873,32.0
1874,36.0
1875,50.0
1876,32.0
1877,47.0
1878,32.0
1879,32.0
1880,36.0
1881,31.0
1882,32.0
1883,20.0
1884,30.0
1885,27.0
1886,32.0
1887,14.0
1888,32.0
1889,46.0
1890,24.0
1891,32.0
1892,47.0
1893,31.0
1894,53.0
1895,32.0
1896,32.0
1897,58.0
1898,47.0
1899,35.0
1900,51.0
1901,32.0
1902,32.0
1903,36.0
1904,32.0
1905,32.0
1906,24.0
1907,32.0
1908,33.0
1909,32.0
1910,32.0
1911,52.0
1912,35.0
1913,32.0
1914,27.0
1915,32.0
1916,17.0
1917,33.0
1918,23.0
1919,32.0
1920,27.0
1921,32.0
1922,32.0
1923,32.0
1924,32.0
1925,42.0
1926,31.0
1927,20.0
1928,17.0
1929,43.0
1930,22.0
1931,40.0
1932,34.0
1933,32.0
1934,18.0
1935,23.0
1936,24.0
1937,42.0
1938,32.0
1939,29.0
1940,34.0
1941,47.0
1942,32.0
1943,61.0
1944,25.0
1945,54.0
1946,23.0
1947,32.0
1948,34.0
1949,32.0
1950,29.0
1951,28.0
1952,23.0
1953,22.0
1954,36.0
1955,32.0
1956,32.0
1957,41.0
1958,23.0
1959,20.0
1960,57.0
1961,17.0
1962,32.0
1963,24.0
1964,32.0
1965,31.0
1966,32.0
1967,19.0
1968,31.0
1969,25.0
1970,47.0
1971,25.0
1972,20.0
1973,32.0
1974,42.0
1975,32.0
1976,41.0
1977,24.0
1978,32.0
1979,28.0
1980,32.0
1981,32.0
1982,32.0
1983,26.0
1984,32.0
1985,39.0
1986,19.0
1987,13.0
1988,32.0
1989,27.0
1990,32.0
1991,31.0
1992,32.0
1993,37.0
1994,32.0
1995,59.0
1996,34.0
1997,16.0
1998,32.0
1999,26.0
2000,19.0
2001,24.0
2002,32.0
2003,21.0
2004,32.0
2005,30.0
2006,32.0
2007,53.0
2008,32.0
2009,31.0
2010,32.0
2011,28.0
2012,34.0
2013,31.0
2014,36.0
2015,32.0
2016,32.0
2017,32.0
2018,21.0
2019,29.0
2020,42.0
2021,32.0
2022,50.0
2023,32.0
2024,34.0
2025,27.0
2026,46.0
2027,32.0
2028,42.0
2029,30.0
2030,31.0
2031,34.0
2032,29.0
2033,27.0
2034,35.0
2035,15.0
2036,49.0
2037,56.0
2038,32.0
2039,32.0
2040,50.0
2041,32.0
2042,31.0
2043,32.0
2044,32.0
2045,32.0
2046,22.0
2047,21.0
2048,25.0
2049,20.0
2050,48.0
2051,32.0
2052,20.0
2053,32.0
2054,25.0
2055,32.0
2056,32.0
2057,26.0
2058,32.0
2059,32.0
2060,54.0
2061,32.0
2062,23.0
2063,32.0
2064,33.0
2065,16.0
2066,31.0
2067,32.0
2068,43.0
2069,48.0
2070,22.0
2071,27.0
2072,26.0
2073,32.0
2074,35.0
2075,29.0
2076,34.0
2077,25.0
2078,32.0
2079,40.0
2080,32.0
2081,62.0
2082,14.0
2083,32.0
2084,21.0
2085,36.0
2086,15.0
2087,32.0
2088,19.0
2089,32.0
2090,28.0
2091,27.0
2092,32.0
2093,19.0
2094,32.0
2095,24.0
2096,62.0
2097,32.0
2098,32.0
2099,32.0
2100,32.0
2101,30.0
2102,32.0
2103,43.0
2104,32.0
2105,32.0
2106,44.0
2107,42.0
2108,32.0
2109,32.0
2110,32.0
2111,32.0
2112,32.0
2113,32.0
2114,23.0
2115,55.0
2116,32.0
2117,32.0
2118,25.0
2119,32.0
2120,16.0
2121,28.0
2122,31.0
2123,40.0
2124,23.0
2125,62.0
2126,24.0
2127,32.0
2128,32.0
2129,34.0
2130,34.0
2131,25.0
2132,32.0
2133,15.0
2134,35.0
2135,32.0
2136,45.0
2137,32.0
2138,32.0
2139,33.0
2140,32.0
